Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Int Age
406,22-24,Man,India,Master’s degree,Data Scientist,< 1 years,,,22
624,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,22
575,40-44,Man,Canada,Bachelor’s degree,Other,1-3 years,$0 ($USD),"50,000-59,999",40
463,22-24,Man,India,Master’s degree,Data Scientist,3-5 years,$1-$99,"1,000-1,999",22
261,40-44,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Business Analyst,10-20 years,,,40
313,30-34,Man,United States of America,I prefer not to answer,Student,1-3 years,,,30
469,30-34,Man,United States of America,Master’s degree,Other,< 1 years,$0 ($USD),"150,000-199,999",30
1115,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,"10,000-14,999",22
676,50-54,Man,Colombia,No formal education past high school,Business Analyst,10-20 years,"$1000-$9,999",$0-999,50
971,25-29,Man,Kenya,Bachelor’s degree,Other,< 1 years,$0 ($USD),"25,000-29,999",25
28420,18-21,Man,Pakistan,Bachelor’s degree,Data Scientist,1-3 years,,,18
792,25-29,Woman,India,Master’s degree,Currently not employed,5-10 years,,,25
1387,25-29,Man,Japan,Master’s degree,Other,1-3 years,$1-$99,"40,000-49,999",25
504,25-29,Man,Ukraine,Some college/university study without earning a bachelor’s degree,Data Scientist,5-10 years,"$10,000-$99,999","70,000-79,999",25
343,25-29,Man,France,Doctoral degree,Data Scientist,1-3 years,,,25
137,45-49,Prefer not to say,Other,Master’s degree,DBA/Database Engineer,10-20 years,,,45
519,45-49,Man,Ethiopia,Doctoral degree,Software Engineer,20+ years,$0 ($USD),"10,000-14,999",45
276,22-24,Man,India,Master’s degree,Student,5-10 years,,,22
678,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,$1-$99,$0-999,22
597,30-34,Man,United Arab Emirates,No formal education past high school,Business Analyst,< 1 years,$0 ($USD),"100,000-124,999",30
183,18-21,Man,Kenya,Bachelor’s degree,Software Engineer,< 1 years,,,18
511,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,$100-$999,"30,000-39,999",25
1480,25-29,Man,China,Master’s degree,Software Engineer,3-5 years,$1-$99,"10,000-14,999",25
1052,30-34,Man,Other,Doctoral degree,Machine Learning Engineer,3-5 years,$0 ($USD),"4,000-4,999",30
1284,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
605,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,18
225,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,3-5 years,,,25
598,40-44,Man,Brazil,Professional doctorate,Research Scientist,20+ years,"$1000-$9,999","40,000-49,999",40
1840,45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Software Engineer,10-20 years,$100-$999,"15,000-19,999",45
950,35-39,Woman,Taiwan,Master’s degree,Software Engineer,5-10 years,"$10,000-$99,999","60,000-69,999",35
756,18-21,Man,India,Master’s degree,Student,5-10 years,,,18
806,25-29,Man,India,Master’s degree,Data Analyst,3-5 years,"$10,000-$99,999","5,000-7,499",25
421,40-44,Man,China,Master’s degree,Research Scientist,10-20 years,"$1000-$9,999","30,000-39,999",40
523,25-29,Man,Colombia,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"1,000-1,999",25
1993200,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,25
528,22-24,Man,United States of America,Bachelor’s degree,Data Engineer,5-10 years,$0 ($USD),"100,000-124,999",22
883,18-21,Man,Russia,Master’s degree,Student,1-3 years,,,18
537,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
531,25-29,Man,Canada,Master’s degree,Data Analyst,1-3 years,"$100,000 or more ($USD)","60,000-69,999",25
277,35-39,Woman,Switzerland,Master’s degree,Business Analyst,5-10 years,,,35
558,40-44,Man,United Arab Emirates,Bachelor’s degree,Student,< 1 years,,,40
1007,50-54,Man,United States of America,Doctoral degree,Program/Project Manager,20+ years,"$10,000-$99,999","125,000-149,999",50
375,18-21,Man,Canada,Bachelor’s degree,Student,1-3 years,,,18
1006,55-59,Man,Netherlands,Bachelor’s degree,Other,20+ years,"$1000-$9,999","70,000-79,999",55
857,30-34,Nonbinary,United States of America,Some college/university study without earning a bachelor’s degree,Product Manager,I have never written code,$0 ($USD),"40,000-49,999",30
403,35-39,Man,United States of America,Master’s degree,Other,1-3 years,"$1000-$9,999","300,000-499,999",35
712,55-59,Woman,United States of America,Master’s degree,Research Scientist,20+ years,"$100,000 or more ($USD)","80,000-89,999",55
678,35-39,Man,Turkey,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,"$1000-$9,999","10,000-14,999",35
779,25-29,Woman,Other,Doctoral degree,Research Scientist,3-5 years,$1-$99,"20,000-24,999",25
521,30-34,Man,China,Master’s degree,Data Scientist,1-3 years,$100-$999,$0-999,30
673,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,25
197,25-29,Man,Germany,Bachelor’s degree,Student,< 1 years,,,25
644054,60-69,Man,United States of America,Master’s degree,Currently not employed,20+ years,,,60
747,30-34,Man,South Africa,Bachelor’s degree,Currently not employed,< 1 years,,,30
387,22-24,Woman,Other,Master’s degree,Other,I have never written code,$1-$99,$0-999,22
373,18-21,Man,India,Master’s degree,Student,< 1 years,,,18
282,25-29,Woman,India,Bachelor’s degree,Software Engineer,5-10 years,,,25
691,22-24,Man,United States of America,Master’s degree,Student,1-3 years,,,22
1513,30-34,Man,Taiwan,Professional doctorate,Research Scientist,5-10 years,"$1000-$9,999","40,000-49,999",30
724,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,$1-$99,"10,000-14,999",25
378,30-34,Man,Canada,Master’s degree,Data Scientist,10-20 years,"$100,000 or more ($USD)","125,000-149,999",30
1605,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
891,18-21,Man,Nigeria,No formal education past high school,Currently not employed,< 1 years,,,18
487,45-49,Man,China,Bachelor’s degree,Other,1-3 years,$100-$999,"50,000-59,999",45
1020,45-49,Man,Thailand,Doctoral degree,Software Engineer,20+ years,$100-$999,"30,000-39,999",45
2046,25-29,Woman,India,Master’s degree,Data Analyst,< 1 years,$0 ($USD),"1,000-1,999",25
155,22-24,Man,India,Bachelor’s degree,Student,< 1 years,,,22
902,70+,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,,70
1916,25-29,Woman,Nigeria,Master’s degree,Other,I have never written code,$0 ($USD),"5,000-7,499",25
1481,35-39,Man,Singapore,Master’s degree,Data Analyst,1-3 years,"$1000-$9,999","90,000-99,999",35
699,35-39,Woman,United States of America,Master’s degree,Program/Project Manager,< 1 years,"$10,000-$99,999","100,000-124,999",35
853,35-39,Woman,India,Master’s degree,Software Engineer,5-10 years,"$1000-$9,999","20,000-24,999",35
1208,50-54,Woman,Belgium,Master’s degree,Data Analyst,10-20 years,$0 ($USD),"100,000-124,999",50
735,25-29,Man,Viet Nam,Bachelor’s degree,Currently not employed,< 1 years,,,25
474,45-49,Man,Greece,Master’s degree,Research Scientist,10-20 years,$100-$999,"10,000-14,999",45
948,60-69,Man,Peru,Doctoral degree,Data Scientist,1-3 years,"$1000-$9,999","40,000-49,999",60
2160,25-29,Man,Egypt,Bachelor’s degree,Other,3-5 years,"$1000-$9,999",$0-999,25
441,30-34,Woman,India,Master’s degree,Data Scientist,3-5 years,$100-$999,"20,000-24,999",30
4898,25-29,Man,Morocco,Doctoral degree,Data Scientist,3-5 years,$100-$999,$0-999,25
212,22-24,Man,India,Master’s degree,Data Analyst,< 1 years,,,22
727,40-44,Man,Brazil,Bachelor’s degree,Data Scientist,< 1 years,$100-$999,"1,000-1,999",40
509,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,,22
10634,40-44,Man,Brazil,Master’s degree,Data Scientist,5-10 years,$0 ($USD),"1,000-1,999",40
319,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,18
784,25-29,Man,India,Master’s degree,Product Manager,5-10 years,$0 ($USD),"10,000-14,999",25
644,18-21,Woman,India,Bachelor’s degree,Data Analyst,1-3 years,$1-$99,$0-999,18
509,25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years,$1-$99,"4,000-4,999",25
75535,25-29,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,,,25
473,45-49,Man,India,Bachelor’s degree,Other,< 1 years,$100-$999,"10,000-14,999",45
681,22-24,Woman,India,Bachelor’s degree,Other,3-5 years,$0 ($USD),"5,000-7,499",22
365,22-24,Woman,China,Bachelor’s degree,Student,1-3 years,,,22
637,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","40,000-49,999",45
461,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Currently not employed,10-20 years,,,55
731,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Developer Relations/Advocacy,< 1 years,$0 ($USD),$0-999,18
534,30-34,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,10-20 years,"$10,000-$99,999","125,000-149,999",30
822,25-29,Man,Brazil,Master’s degree,Software Engineer,5-10 years,$0 ($USD),"15,000-19,999",25
705,22-24,Man,India,Master’s degree,Program/Project Manager,1-3 years,"$1000-$9,999","250,000-299,999",22
763,22-24,Man,Brazil,Bachelor’s degree,Student,3-5 years,,,22
670,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
538,35-39,Woman,India,Bachelor’s degree,Currently not employed,1-3 years,,,35
2425,30-34,Man,India,Bachelor’s degree,Data Analyst,5-10 years,$100-$999,"15,000-19,999",30
312,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,< 1 years,$0 ($USD),"40,000-49,999",35
4998,25-29,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,"10,000-14,999",25
7196,30-34,Man,Israel,Bachelor’s degree,Data Analyst,1-3 years,"$100,000 or more ($USD)","100,000-124,999",30
861,55-59,Woman,India,Bachelor’s degree,Currently not employed,< 1 years,,,55
574,35-39,Man,South Korea,Professional doctorate,Machine Learning Engineer,1-3 years,$1-$99,"60,000-69,999",35
809,30-34,Woman,India,Master’s degree,Data Scientist,1-3 years,$1-$99,$0-999,30
778,18-21,Man,Bangladesh,Bachelor’s degree,Machine Learning Engineer,I have never written code,$1-$99,"1,000-1,999",18
298,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,18
347,25-29,Man,India,Master’s degree,Other,< 1 years,$100-$999,"25,000-29,999",25
331,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,22
511,25-29,Woman,India,Master’s degree,Data Scientist,1-3 years,$1-$99,"1,000-1,999",25
1082,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5-10 years,"$10,000-$99,999","100,000-124,999",30
878,18-21,Man,Ukraine,Bachelor’s degree,Data Scientist,3-5 years,"$100,000 or more ($USD)",$0-999,18
461,35-39,Man,Poland,Master’s degree,Data Analyst,3-5 years,$0 ($USD),"1,000-1,999",35
615,25-29,Woman,Sri Lanka,Master’s degree,Data Scientist,1-3 years,"$100,000 or more ($USD)","7,500-9,999",25
784,40-44,Man,Other,Bachelor’s degree,Student,1-3 years,,,40
516,35-39,Man,Argentina,Master’s degree,Other,< 1 years,,,35
588,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Machine Learning Engineer,5-10 years,"$10,000-$99,999","125,000-149,999",25
212,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,18
131,35-39,Man,Other,Master’s degree,Software Engineer,5-10 years,,,35
425,50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"125,000-149,999",50
1191,40-44,Man,Egypt,Bachelor’s degree,Other,I have never written code,$0 ($USD),"60,000-69,999",40
596,25-29,Woman,Japan,Master’s degree,Data Scientist,< 1 years,"$100,000 or more ($USD)","50,000-59,999",25
299,45-49,Woman,Canada,Master’s degree,Product Manager,I have never written code,"$10,000-$99,999","60,000-69,999",45
847,30-34,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 years,$1-$99,$0-999,30
394,30-34,Woman,France,Master’s degree,Machine Learning Engineer,3-5 years,,,30
741,45-49,Woman,France,Doctoral degree,Software Engineer,20+ years,$0 ($USD),"70,000-79,999",45
550,18-21,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,18
395,40-44,Man,Nigeria,Bachelor’s degree,Other,< 1 years,,,40
218,35-39,Man,Indonesia,Master’s degree,Data Analyst,I have never written code,$1-$99,"2,000-2,999",35
489,25-29,Woman,South Korea,Bachelor’s degree,Student,< 1 years,,,25
473,18-21,Man,South Korea,No formal education past high school,Student,< 1 years,,,18
898,30-34,Man,Japan,Master’s degree,Business Analyst,1-3 years,$100-$999,"70,000-79,999",30
9551,35-39,Man,Colombia,Doctoral degree,Data Scientist,5-10 years,$1-$99,"25,000-29,999",35
2241,18-21,Man,Viet Nam,Bachelor’s degree,Software Engineer,< 1 years,$0 ($USD),$0-999,18
17584,22-24,Man,I do not wish to disclose my location,Master’s degree,Student,5-10 years,,,22
583,50-54,Man,France,Doctoral degree,Statistician,20+ years,$0 ($USD),"125,000-149,999",50
444,55-59,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Other,I have never written code,$100-$999,"60,000-69,999",55
1719,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,1-3 years,$100-$999,"60,000-69,999",30
651,30-34,Woman,Turkey,Doctoral degree,Student,10-20 years,,,30
298,22-24,Man,India,Bachelor’s degree,Student,3-5 years,,,22
969,35-39,Woman,India,Master’s degree,Data Analyst,10-20 years,$100-$999,"1,000-1,999",35
178,22-24,Man,Mexico,Bachelor’s degree,Currently not employed,1-3 years,,,22
600,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
304,25-29,Man,Spain,Bachelor’s degree,Currently not employed,< 1 years,,,25
444,22-24,Man,Viet Nam,Bachelor’s degree,Software Engineer,< 1 years,"$10,000-$99,999",$0-999,22
528,18-21,Man,Morocco,Bachelor’s degree,Student,1-3 years,,,18
2091,35-39,Man,Brazil,Master’s degree,Data Scientist,5-10 years,$0 ($USD),"1,000-1,999",35
525,25-29,Man,China,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),"5,000-7,499",25
2648,40-44,Man,Other,Professional doctorate,Research Scientist,1-3 years,$100-$999,"7,500-9,999",40
582,25-29,Man,India,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","10,000-14,999",25
1097,22-24,Man,India,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,22
284,25-29,Man,Other,Master’s degree,Student,1-3 years,,,25
370,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years,"$10,000-$99,999","30,000-39,999",22
983,70+,Man,United States of America,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"200,000-249,999",70
671,40-44,Man,India,Master’s degree,Other,10-20 years,"$1000-$9,999","80,000-89,999",40
356,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
1939,45-49,Man,South Korea,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,"$1000-$9,999","50,000-59,999",45
1145,30-34,Woman,Taiwan,Master’s degree,Software Engineer,3-5 years,$0 ($USD),"20,000-24,999",30
376,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
1073,25-29,Man,India,Bachelor’s degree,Data Scientist,I have never written code,$1-$99,"1,000-1,999",25
653,40-44,Woman,France,Master’s degree,Data Scientist,< 1 years,$100-$999,$0-999,40
1835,40-44,Woman,United States of America,Doctoral degree,Data Scientist,1-3 years,"$100,000 or more ($USD)","100,000-124,999",40
985,25-29,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 years,,,25
738,22-24,Man,India,Master’s degree,Student,5-10 years,,,22
191,22-24,Woman,India,Bachelor’s degree,Student,1-3 years,,,22
577,18-21,Man,Hong Kong (S.A.R.),Bachelor’s degree,Student,1-3 years,,,18
519,25-29,Man,Pakistan,Master’s degree,Software Engineer,1-3 years,$100-$999,$0-999,25
191,22-24,Woman,India,Bachelor’s degree,Student,< 1 years,,,22
11218,55-59,Man,Brazil,Master’s degree,Software Engineer,3-5 years,"$100,000 or more ($USD)","15,000-19,999",55
653,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
3294,35-39,Man,Turkey,Master’s degree,Research Scientist,10-20 years,$100-$999,"10,000-14,999",35
460,25-29,Man,Greece,Master’s degree,Currently not employed,< 1 years,,,25
220,18-21,Man,China,Bachelor’s degree,Student,1-3 years,,,18
767,35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Machine Learning Engineer,10-20 years,$100-$999,"4,000-4,999",35
917,22-24,Woman,India,Master’s degree,Data Analyst,< 1 years,$0 ($USD),"7,500-9,999",22
824,22-24,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Data Analyst,I have never written code,$0 ($USD),"1,000-1,999",22
713,35-39,Man,United States of America,Master’s degree,Software Engineer,10-20 years,$0 ($USD),"125,000-149,999",35
1198493,35-39,Man,Uganda,Master’s degree,Other,1-3 years,$100-$999,"1,000-1,999",35
627,25-29,Woman,India,Master’s degree,Currently not employed,1-3 years,,,25
569,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,18
363,18-21,Man,Egypt,Bachelor’s degree,Data Scientist,< 1 years,,,18
1678,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,18
599,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,$100-$999,$0-999,18
175,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,,,25
832,18-21,Woman,Pakistan,Master’s degree,Data Scientist,10-20 years,$0 ($USD),$0-999,18
