Q1,Q2,Q3,Q5
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Currently not employed
18-21,Man,India,Student
35-39,Prefer not to say,United States of America,Student
25-29,Man,Pakistan,Machine Learning Engineer
22-24,Woman,India,Student
18-21,Woman,Egypt,Student
18-21,Man,India,Student
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Student
30-34,Man,India,Software Engineer
25-29,Man,Thailand,Currently not employed
30-34,Man,United States of America,Research Scientist
25-29,Woman,Austria,Research Scientist
25-29,Man,United States of America,Machine Learning Engineer
18-21,Man,India,Student
18-21,Man,India,Student
18-21,Man,China,Student
18-21,Woman,India,Student
18-21,Man,India,Student
18-21,Man,Russia,Data Scientist
35-39,Man,Brazil,Business Analyst
45-49,Man,Egypt,Research Scientist
30-34,Man,Nigeria,Data Analyst
30-34,Man,Spain,DBA/Database Engineer
50-54,Man,Taiwan,Developer Relations/Advocacy
22-24,Man,Peru,Currently not employed
30-34,Man,Nigeria,Machine Learning Engineer
25-29,Nonbinary,China,Software Engineer
55-59,Man,Argentina,Program/Project Manager
22-24,Man,India,Student
18-21,Woman,Italy,Data Analyst
25-29,Prefer not to say,France,Data Scientist
45-49,Woman,Taiwan,Business Analyst
35-39,Man,Canada,Data Analyst
22-24,Man,United States of America,Student
22-24,Woman,Pakistan,Student
25-29,Man,Brazil,Research Scientist
22-24,Man,China,Student
50-54,Man,Switzerland,Other
18-21,Man,India,Student
35-39,Man,India,Other
60-69,Man,United States of America,Research Scientist
30-34,Man,India,Data Scientist
18-21,Woman,India,Software Engineer
30-34,Man,India,Student
22-24,Man,India,Student
25-29,Man,India,Student
30-34,Man,Other,Program/Project Manager
22-24,Man,Brazil,Data Scientist
18-21,Man,India,Student
22-24,Man,Indonesia,Other
18-21,Woman,Other,Data Analyst
25-29,Man,India,Currently not employed
25-29,Man,Italy,Research Scientist
18-21,Man,Other,Student
25-29,Man,India,Currently not employed
45-49,Man,Japan,Research Scientist
25-29,Man,United States of America,Data Engineer
22-24,Man,Bangladesh,Data Analyst
22-24,Man,India,Student
18-21,Woman,India,Student
35-39,Woman,Malaysia,Other
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Student
45-49,Man,Belarus,Program/Project Manager
22-24,Woman,China,Data Analyst
25-29,Woman,India,Currently not employed
22-24,Man,China,Student
18-21,Man,India,Other
22-24,Man,Other,Software Engineer
18-21,Man,Brazil,Other
22-24,Man,India,Software Engineer
25-29,Man,Russia,Currently not employed
40-44,Woman,Poland,Currently not employed
22-24,Woman,India,Data Scientist
60-69,Man,India,Other
22-24,Man,India,Data Scientist
55-59,Man,United States of America,Program/Project Manager
25-29,Woman,Russia,Student
50-54,Woman,United States of America,Business Analyst
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Data Analyst
18-21,Man,Indonesia,Student
22-24,Woman,Morocco,Student
30-34,Man,India,Currently not employed
35-39,Man,Germany,Research Scientist
30-34,Man,Greece,Data Analyst
22-24,Prefer not to say,United Kingdom of Great Britain and Northern Ireland,Machine Learning Engineer
22-24,Man,India,Currently not employed
25-29,Man,Indonesia,Other
35-39,Man,Other,Program/Project Manager
25-29,Woman,United States of America,Currently not employed
22-24,Man,India,Other
35-39,Man,Ukraine,Other
18-21,Man,United States of America,Student
22-24,Man,India,Data Analyst
30-34,Man,Ecuador,Data Analyst
25-29,Man,China,Student
40-44,Man,Japan,Business Analyst
18-21,Woman,India,Student
18-21,Man,China,Student
55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Business Analyst
18-21,Man,India,Student
25-29,Man,Singapore,Software Engineer
35-39,Woman,Philippines,Other
18-21,Man,India,Student
18-21,Man,India,Student
18-21,Man,Germany,Student
30-34,Man,Poland,Data Scientist
30-34,Man,France,Other
22-24,Man,Japan,Currently not employed
18-21,Man,India,Student
25-29,Man,Turkey,Data Analyst
22-24,Man,India,Student
25-29,Man,China,Student
45-49,Man,United States of America,Other
40-44,Woman,South Korea,Research Scientist
18-21,Woman,United States of America,Student
25-29,Man,Mexico,Currently not employed
18-21,Man,India,Student
40-44,Man,United Kingdom of Great Britain and Northern Ireland,DBA/Database Engineer
50-54,Prefer not to say,Other,Currently not employed
22-24,Man,India,Data Scientist
18-21,Man,China,Student
50-54,Man,Algeria,Data Engineer
35-39,Woman,India,Data Scientist
30-34,Man,Chile,Program/Project Manager
45-49,Man,Italy,Machine Learning Engineer
50-54,Man,South Korea,Research Scientist
22-24,Man,India,Machine Learning Engineer
55-59,Man,United States of America,Program/Project Manager
45-49,Man,Turkey,Data Scientist
45-49,Woman,United States of America,Research Scientist
50-54,Man,Singapore,Other
35-39,Man,United States of America,Data Engineer
22-24,Man,India,Machine Learning Engineer
25-29,Man,Philippines,Data Scientist
40-44,Man,France,Statistician
45-49,Man,Colombia,Program/Project Manager
18-21,Man,India,Student
30-34,Man,Russia,Currently not employed
30-34,Woman,Romania,Student
18-21,Man,Brazil,Other
22-24,Man,Nigeria,Business Analyst
40-44,Man,United States of America,Machine Learning Engineer
22-24,Woman,Spain,Student
22-24,Man,India,Data Scientist
22-24,Woman,India,Software Engineer
22-24,Man,Colombia,Student
25-29,Man,India,Business Analyst
25-29,Man,Poland,Machine Learning Engineer
22-24,Man,India,Software Engineer
40-44,Man,Brazil,Other
45-49,Man,Poland,Software Engineer
30-34,Man,United States of America,Machine Learning Engineer
50-54,Man,India,Machine Learning Engineer
18-21,Man,Mexico,Student
25-29,Woman,Pakistan,Student
45-49,Man,India,Program/Project Manager
18-21,Man,India,Student
35-39,Man,Germany,Data Scientist
40-44,Man,France,Machine Learning Engineer
40-44,Man,Brazil,Business Analyst
40-44,Man,United States of America,Program/Project Manager
22-24,Woman,Pakistan,Student
18-21,Man,India,Student
30-34,Man,India,Data Scientist
18-21,Woman,Sri Lanka,Student
35-39,Man,Nigeria,Data Analyst
30-34,Man,Other,Other
25-29,Man,India,Currently not employed
60-69,Man,Ireland,Research Scientist
25-29,Man,India,Software Engineer
22-24,Woman,Other,Currently not employed
40-44,Man,India,Software Engineer
50-54,Man,United States of America,Data Engineer
22-24,Nonbinary,Czech Republic,Student
30-34,Man,Egypt,Data Analyst
18-21,Man,India,Student
35-39,Man,India,Currently not employed
30-34,Man,United States of America,Data Scientist
22-24,Man,Russia,Research Scientist
55-59,Man,Greece,Program/Project Manager
30-34,Woman,United Arab Emirates,Research Scientist
35-39,Man,Other,Data Scientist
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
40-44,Man,Czech Republic,Currently not employed
18-21,Man,India,Student
22-24,Man,United States of America,Student
55-59,Man,Germany,Other
35-39,Man,Spain,Other
25-29,Man,Germany,Data Engineer
30-34,Man,India,Software Engineer
18-21,Man,India,Student
25-29,Man,Philippines,Currently not employed
22-24,Woman,India,Currently not employed
25-29,Man,Turkey,Software Engineer
30-34,Man,Russia,Machine Learning Engineer
30-34,Prefer to self-describe,India,Data Analyst
18-21,Woman,India,Student
35-39,Man,United Arab Emirates,Other
18-21,Man,India,Student
30-34,Man,Russia,DBA/Database Engineer
40-44,Man,India,Software Engineer
18-21,Man,Kenya,Software Engineer
40-44,Man,Other,Machine Learning Engineer
18-21,Man,Israel,Student
22-24,Woman,Sri Lanka,Student
22-24,Man,South Africa,Student
18-21,Man,China,Student
25-29,Woman,Bangladesh,Student
18-21,Man,India,Data Scientist
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Student
22-24,Man,Nigeria,Student
22-24,Woman,Viet Nam,Currently not employed
35-39,Man,Singapore,Research Scientist
18-21,Man,India,Student
22-24,Man,Other,Student
30-34,Woman,Ethiopia,Software Engineer
22-24,Man,China,Student
25-29,Man,Kenya,Other
30-34,Man,India,Software Engineer
18-21,Man,India,Software Engineer
18-21,Woman,Indonesia,Student
40-44,Woman,Singapore,Currently not employed
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Software Engineer
22-24,Man,India,Software Engineer
30-34,Man,United States of America,Data Analyst
22-24,Man,"Iran, Islamic Republic of...",Data Scientist
22-24,Man,Egypt,Data Engineer
25-29,Woman,Nigeria,Data Scientist
22-24,Man,India,Student
35-39,Man,India,Program/Project Manager
35-39,Man,United States of America,Data Engineer
40-44,Man,Mexico,Data Analyst
25-29,Man,India,Machine Learning Engineer
25-29,Woman,South Korea,Student
40-44,Woman,France,Data Analyst
18-21,Woman,India,Student
40-44,Man,Other,Data Scientist
35-39,Woman,Turkey,Statistician
35-39,Man,Peru,Other
35-39,Man,Nigeria,Currently not employed
40-44,Woman,India,Data Scientist
50-54,Man,United States of America,Other
22-24,Man,China,Student
22-24,Man,India,Student
45-49,Man,India,Program/Project Manager
22-24,Man,Taiwan,Student
18-21,Woman,Viet Nam,Student
25-29,Man,Other,Data Scientist
18-21,Man,Colombia,Student
30-34,Woman,Canada,Other
25-29,Man,Colombia,Data Scientist
60-69,Man,Brazil,Research Scientist
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Currently not employed
55-59,Man,Spain,Data Analyst
18-21,Man,Ukraine,Data Scientist
18-21,Man,India,Student
25-29,Woman,Belgium,Student
40-44,Prefer not to say,India,Currently not employed
22-24,Man,United States of America,Student
40-44,Woman,Singapore,Currently not employed
35-39,Man,Nigeria,Data Scientist
40-44,Man,Russia,Data Scientist
18-21,Woman,China,Data Analyst
22-24,Man,India,Data Scientist
18-21,Prefer not to say,Indonesia,Student
40-44,Prefer not to say,United States of America,Machine Learning Engineer
18-21,Man,Other,Student
22-24,Man,Nigeria,Software Engineer
22-24,Man,Japan,Student
22-24,Woman,India,Software Engineer
18-21,Man,India,Software Engineer
22-24,Man,Sri Lanka,Data Analyst
45-49,Man,Mexico,Data Scientist
25-29,Man,Brazil,Student
18-21,Man,Brazil,Student
25-29,Man,Nigeria,Currently not employed
40-44,Man,United States of America,Data Engineer
50-54,Man,Canada,Business Analyst
40-44,Prefer not to say,United States of America,Student
25-29,Man,Indonesia,Data Scientist
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Business Analyst
18-21,Man,India,Student
25-29,Man,Singapore,Other
18-21,Man,Bangladesh,Student
40-44,Man,Israel,Data Scientist
50-54,Man,Ireland,Other
25-29,Man,India,Business Analyst
22-24,Man,Viet Nam,Student
18-21,Man,United States of America,Student
40-44,Man,United States of America,Research Scientist
22-24,Man,Pakistan,Data Engineer
30-34,Man,Singapore,Student
18-21,Man,Other,Student
60-69,Man,Netherlands,Other
18-21,Man,India,Student
22-24,Man,India,Student
45-49,Man,Indonesia,Machine Learning Engineer
25-29,Man,Indonesia,Data Analyst
40-44,Man,India,Data Scientist
18-21,Man,India,Student
25-29,Man,Germany,Other
45-49,Man,Germany,Student
25-29,Man,Philippines,Data Analyst
22-24,Woman,Nepal,Student
22-24,Woman,Egypt,Data Scientist
35-39,Man,United States of America,Data Scientist
22-24,Man,India,Student
70+,Man,United States of America,Research Scientist
50-54,Man,Ecuador,Research Scientist
18-21,Man,China,Student
25-29,Woman,Egypt,Statistician
22-24,Man,China,Data Scientist
55-59,Man,Other,Research Scientist
40-44,Man,Austria,Business Analyst
40-44,Man,Other,Research Scientist
50-54,Man,Thailand,Developer Relations/Advocacy
18-21,Man,India,Student
40-44,Man,Japan,Research Scientist
18-21,Man,Pakistan,Student
40-44,Woman,France,Data Scientist
18-21,Man,India,Student
30-34,Man,Russia,Data Analyst
18-21,Man,China,Data Engineer
30-34,Man,"Iran, Islamic Republic of...",Data Scientist
30-34,Woman,Greece,Research Scientist
30-34,Man,United States of America,Program/Project Manager
35-39,Man,United States of America,Program/Project Manager
45-49,Woman,United States of America,Student
55-59,Woman,Japan,Software Engineer
18-21,Man,Turkey,Machine Learning Engineer
35-39,Man,Hong Kong (S.A.R.),Program/Project Manager
30-34,Man,United States of America,Data Analyst
60-69,Man,United States of America,Other
30-34,Man,Poland,Data Scientist
30-34,Man,India,Research Scientist
22-24,Man,Sri Lanka,Currently not employed
25-29,Man,Mexico,Student
18-21,Man,India,Student
18-21,Woman,Mexico,Student
18-21,Man,Pakistan,Student
18-21,Man,India,Student
45-49,Man,United States of America,Data Engineer
22-24,Man,United States of America,Data Analyst
45-49,Man,Australia,Data Engineer
30-34,Woman,United States of America,Other
25-29,Man,Ethiopia,Data Scientist
25-29,Man,Brazil,Data Scientist
45-49,Woman,United States of America,Data Analyst
18-21,Man,India,Data Scientist
18-21,Man,China,Student
25-29,Man,United States of America,Data Analyst
25-29,Man,Netherlands,Student
25-29,Woman,India,Student
22-24,Man,India,Data Scientist
22-24,Man,India,Student
35-39,Man,Japan,Currently not employed
45-49,Man,Russia,Product Manager
35-39,Man,Indonesia,Software Engineer
40-44,Man,United States of America,Currently not employed
45-49,Man,Mexico,Research Scientist
18-21,Man,India,Software Engineer
35-39,Man,United States of America,Other
25-29,Prefer not to say,Russia,Research Scientist
55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Product Manager
35-39,Man,Algeria,Data Scientist
40-44,Man,Russia,Data Scientist
45-49,Man,Spain,Other
25-29,Man,India,Software Engineer
30-34,Man,Nigeria,Software Engineer
45-49,Man,Japan,Software Engineer
30-34,Woman,Belgium,Student
35-39,Man,Italy,Data Scientist
22-24,Man,India,Student
30-34,Woman,Turkey,Data Scientist
30-34,Man,Saudi Arabia,Currently not employed
22-24,Woman,Other,Student
22-24,Woman,India,Student
40-44,Woman,Colombia,Data Analyst
25-29,Man,Japan,Program/Project Manager
55-59,Man,Japan,Other
22-24,Man,India,Data Analyst
35-39,Woman,Germany,Data Analyst
30-34,Man,India,Student
40-44,Woman,Other,Program/Project Manager
45-49,Man,Thailand,Program/Project Manager
22-24,Man,Nepal,Student
25-29,Man,United States of America,Research Scientist
22-24,Woman,United States of America,Student
25-29,Man,South Korea,Data Analyst
35-39,Woman,United States of America,Data Analyst
25-29,Man,Russia,Currently not employed
45-49,Man,India,Other
30-34,Woman,India,Currently not employed
18-21,Woman,India,Student
60-69,Man,Germany,Statistician
50-54,Man,Mexico,Other
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Data Analyst
25-29,Man,Nigeria,Currently not employed
25-29,Man,Russia,Data Analyst
40-44,Woman,Nigeria,Business Analyst
22-24,Man,United States of America,Currently not employed
18-21,Man,India,Student
60-69,Man,Japan,Product Manager
25-29,Woman,France,Program/Project Manager
25-29,Man,India,Machine Learning Engineer
25-29,Woman,India,Research Scientist
30-34,Man,Pakistan,Software Engineer
22-24,Man,India,Data Analyst
22-24,Man,Bangladesh,Data Scientist
25-29,Man,Poland,Data Analyst
35-39,Man,Other,Data Analyst
30-34,Man,Argentina,Software Engineer
30-34,Man,Portugal,Currently not employed
25-29,Man,India,Data Analyst
25-29,Nonbinary,United States of America,Currently not employed
25-29,Man,Nigeria,Program/Project Manager
30-34,Man,United States of America,Data Scientist
18-21,Woman,India,Student
30-34,Woman,India,Other
18-21,Nonbinary,Indonesia,Business Analyst
50-54,Prefer not to say,Japan,Statistician
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Software Engineer
25-29,Woman,Philippines,Data Analyst
25-29,Man,Russia,Other
45-49,Man,Portugal,Currently not employed
22-24,Woman,India,Machine Learning Engineer
22-24,Prefer not to say,Russia,Data Scientist
18-21,Man,India,Student
18-21,Man,India,Student
55-59,Man,Italy,Statistician
45-49,Man,Austria,Currently not employed
50-54,Prefer not to say,United States of America,Other
22-24,Man,China,Student
18-21,Woman,Pakistan,Student
18-21,Man,India,Student
18-21,Prefer not to say,India,Student
25-29,Man,Other,Software Engineer
22-24,Woman,"Iran, Islamic Republic of...",Student
30-34,Woman,Bangladesh,Machine Learning Engineer
22-24,Prefer not to say,Japan,Software Engineer
35-39,Man,United States of America,Other
40-44,Man,United States of America,Software Engineer
30-34,Man,"Iran, Islamic Republic of...",Currently not employed
30-34,Man,China,Data Scientist
22-24,Man,Italy,Student
30-34,Man,Chile,Data Analyst
35-39,Man,Tunisia,Business Analyst
30-34,Man,Chile,Data Scientist
45-49,Man,Spain,Program/Project Manager
25-29,Woman,China,Data Scientist
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Research Scientist
35-39,Man,Ghana,Program/Project Manager
45-49,Man,France,Machine Learning Engineer
40-44,Woman,Ireland,Student
25-29,Man,Russia,Data Analyst
45-49,Woman,Thailand,Business Analyst
35-39,Woman,Romania,Data Scientist
18-21,Man,United States of America,Student
60-69,Man,United States of America,Research Scientist
