,Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Salary
12807,542,18-21,Man,China,Bachelor’s degree,Student,1-3 years,,,
12808,2868,35-39,Man,Nigeria,Master’s degree,Program/Project Manager,I have never written code,$100-$999,"10,000-14,999",12000.0
12809,896,40-44,Woman,India,Doctoral degree,Other,10-20 years,$1-$99,"1,000-1,999",1500.0
12810,609,30-34,Man,United States of America,Master’s degree,Software Engineer,3-5 years,$100-$999,"70,000-79,999",75000.0
12811,213,22-24,Man,India,Master’s degree,Student,< 1 years,,,
12812,368,18-21,Woman,India,Master’s degree,Student,3-5 years,,,
12813,440,18-21,Man,Pakistan,Master’s degree,Student,1-3 years,,,
12814,450,22-24,Man,Bangladesh,Master’s degree,Student,1-3 years,,,
12815,694,22-24,Woman,Poland,Master’s degree,Student,1-3 years,,,
12816,710,18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0
12817,519,25-29,Man,South Korea,Bachelor’s degree,Data Scientist,1-3 years,"$10,000-$99,999","25,000-29,999",27000.0
12818,855,35-39,Man,Brazil,I prefer not to answer,Currently not employed,1-3 years,,,
12819,265,22-24,Man,Other,Master’s degree,Data Analyst,< 1 years,$1-$99,$0-999,500.0
12820,1606,35-39,Woman,Romania,Doctoral degree,Data Scientist,3-5 years,"$10,000-$99,999","60,000-69,999",65000.0
12821,1944,45-49,Man,India,Master’s degree,Program/Project Manager,1-3 years,"$1000-$9,999","40,000-49,999",45000.0
12822,601,25-29,Man,India,Bachelor’s degree,Data Engineer,1-3 years,"$1000-$9,999","10,000-14,999",12000.0
12823,349,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,1-3 years,,,
12824,264,22-24,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,,,
12825,193,25-29,Woman,China,Master’s degree,Student,< 1 years,,,
12826,684,30-34,Man,France,Master’s degree,Data Engineer,5-10 years,$0 ($USD),"25,000-29,999",27000.0
12827,749,25-29,Man,Pakistan,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0
12828,1082,30-34,Man,Viet Nam,Professional doctorate,Data Analyst,< 1 years,"$10,000-$99,999","1,000-1,999",1500.0
12829,185,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
12830,846,22-24,Woman,Other,Doctoral degree,Student,3-5 years,,,
12831,218,22-24,Woman,India,Bachelor’s degree,Currently not employed,< 1 years,,,
12832,1118,18-21,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Research Scientist,1-3 years,,,
12833,1807,25-29,Woman,India,Master’s degree,Currently not employed,3-5 years,,,
12834,182,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
12835,1497,22-24,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,"$10,000-$99,999","3,000-3,999",3500.0
12836,1131,35-39,Man,South Korea,Master’s degree,Data Analyst,< 1 years,$100-$999,"40,000-49,999",45000.0
12837,689,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","25,000-29,999",27000.0
12838,291,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,
12839,333,25-29,Man,India,Bachelor’s degree,Data Analyst,3-5 years,,,
12840,432,25-29,Man,Brazil,Master’s degree,Currently not employed,< 1 years,,,
12841,1172,35-39,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,"$10,000-$99,999","200,000-249,999",225000.0
12842,6759,30-34,Man,Other,Master’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","60,000-69,999",65000.0
12843,257,35-39,Man,United States of America,Master’s degree,Data Analyst,10-20 years,$1-$99,"250,000-299,999",275000.0
12844,341,22-24,Man,Bangladesh,Doctoral degree,Machine Learning Engineer,3-5 years,,,
12845,200,22-24,Man,Spain,Master’s degree,Data Analyst,1-3 years,,,
12846,548,50-54,Man,United States of America,Doctoral degree,Research Scientist,20+ years,"$1000-$9,999","125,000-149,999",132000.0
12847,691,22-24,Man,Mexico,No formal education past high school,Student,< 1 years,,,
12848,357,35-39,Man,Ukraine,Master’s degree,Developer Relations/Advocacy,3-5 years,,,
12849,734,30-34,Man,Israel,Master’s degree,Data Scientist,5-10 years,$100-$999,"125,000-149,999",132000.0
12850,277,22-24,Man,Other,Bachelor’s degree,Student,3-5 years,,,
12851,632,45-49,Man,Malaysia,Master’s degree,Software Engineer,10-20 years,$0 ($USD),"20,000-24,999",23000.0
12852,6364,70+,Man,United States of America,Master’s degree,Product Manager,20+ years,"$10,000-$99,999","200,000-249,999",225000.0
12853,829,50-54,Man,United States of America,Master’s degree,Other,1-3 years,$0 ($USD),"60,000-69,999",65000.0
12854,520,25-29,Man,India,Master’s degree,Business Analyst,3-5 years,"$10,000-$99,999","15,000-19,999",17000.0
12855,819,25-29,Man,Russia,Doctoral degree,Research Scientist,< 1 years,$0 ($USD),$0-999,500.0
12856,634,40-44,Man,Ukraine,Master’s degree,Product Manager,1-3 years,$100-$999,"15,000-19,999",17000.0
12857,1062,40-44,Man,Japan,Master’s degree,Product Manager,5-10 years,$0 ($USD),"70,000-79,999",75000.0
12858,669,35-39,Man,India,Doctoral degree,Research Scientist,3-5 years,$1-$99,$0-999,500.0
12859,16170,25-29,Woman,United States of America,Master’s degree,Student,< 1 years,,,
12860,818,40-44,Man,India,Bachelor’s degree,Product Manager,10-20 years,"$100,000 or more ($USD)","30,000-39,999",35000.0
12861,451,35-39,Woman,India,Master’s degree,Data Analyst,1-3 years,,,
12862,915,18-21,Man,Viet Nam,Bachelor’s degree,Student,< 1 years,,,
12863,530,35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","150,000-199,999",175000.0
12864,487,55-59,Woman,South Africa,Doctoral degree,Research Scientist,I have never written code,$0 ($USD),"15,000-19,999",17000.0
12865,685,45-49,Man,China,Master’s degree,Software Engineer,20+ years,$0 ($USD),"60,000-69,999",65000.0
12866,594,35-39,Man,Germany,Professional doctorate,Program/Project Manager,1-3 years,$0 ($USD),"90,000-99,999",95000.0
12867,662,60-69,Man,Other,Master’s degree,Currently not employed,20+ years,,,
12868,553,22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),"10,000-14,999",12000.0
12869,667,25-29,Woman,China,Master’s degree,Product Manager,< 1 years,$1-$99,"7,500-9,999",8500.0
12870,233,22-24,Man,Taiwan,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0
12871,558,25-29,Man,Germany,Bachelor’s degree,Student,1-3 years,,,
12872,1159,40-44,Man,India,Master’s degree,Business Analyst,1-3 years,$0 ($USD),"20,000-24,999",23000.0
12873,637,22-24,Man,India,Master’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,500.0
12874,1284,22-24,Man,China,Bachelor’s degree,Machine Learning Engineer,1-3 years,$100-$999,$0-999,500.0
12875,504,35-39,Man,Egypt,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,500.0
12876,599,22-24,Woman,India,Bachelor’s degree,Software Engineer,3-5 years,"$1000-$9,999",$0-999,500.0
12877,670,40-44,Man,United States of America,Master’s degree,Data Analyst,3-5 years,$0 ($USD),"100,000-124,999",120000.0
12878,950,25-29,Man,Germany,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"60,000-69,999",65000.0
12879,1110,22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0
12880,1688,30-34,Woman,France,Master’s degree,Other,1-3 years,$100-$999,$0-999,500.0
12881,351,18-21,Man,Israel,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
12882,277,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
12883,6650,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,
12884,483,50-54,Man,United States of America,Professional doctorate,Research Scientist,20+ years,"$100,000 or more ($USD)","150,000-199,999",175000.0
12885,1436,55-59,Man,France,Doctoral degree,Other,5-10 years,"$1000-$9,999","30,000-39,999",35000.0
12886,1120,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
12887,482,40-44,Woman,Spain,Doctoral degree,Other,20+ years,$0 ($USD),"100,000-124,999",120000.0
12888,693,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,,,
12889,693,25-29,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),"5,000-7,499",65000.0
12890,438,18-21,Man,South Korea,Bachelor’s degree,Student,1-3 years,,,
12891,466,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,< 1 years,,,
12892,454,22-24,Man,Turkey,Master’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0
12893,616,55-59,Man,India,Master’s degree,Currently not employed,20+ years,,,
12894,1142,60-69,Man,Brazil,Master’s degree,Other,10-20 years,$100-$999,"30,000-39,999",35000.0
12895,129,25-29,Man,Poland,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,,,
12896,579,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,5-10 years,"$10,000-$99,999","100,000-124,999",120000.0
12897,751,30-34,Man,Russia,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","20,000-24,999",23000.0
12898,1656,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999,500.0
12899,882,35-39,Man,Australia,Master’s degree,Research Scientist,< 1 years,$0 ($USD),"20,000-24,999",23000.0
12900,663,18-21,Man,India,Master’s degree,Student,1-3 years,,,
12901,487,45-49,Woman,United States of America,Master’s degree,Business Analyst,< 1 years,"$1000-$9,999","125,000-149,999",132000.0
12902,458,30-34,Man,Turkey,Doctoral degree,Student,1-3 years,,,
12903,485,18-21,Man,Nigeria,Master’s degree,Student,1-3 years,,,
12904,13927,22-24,Man,Ghana,Master’s degree,Other,I have never written code,$0 ($USD),"4,000-4,999",4500.0
12905,420,30-34,Man,India,Bachelor’s degree,Data Analyst,5-10 years,$100-$999,"50,000-59,999",55000.0
12906,155,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
12907,1686,30-34,Prefer not to say,Netherlands,Doctoral degree,Data Scientist,3-5 years,"$10,000-$99,999","70,000-79,999",75000.0
12908,1040,55-59,Man,Denmark,Doctoral degree,Research Scientist,20+ years,"$1000-$9,999","50,000-59,999",55000.0
12909,1203,55-59,Man,Japan,I prefer not to answer,Currently not employed,20+ years,,,
12910,995,30-34,Man,Indonesia,Master’s degree,Research Scientist,5-10 years,"$1000-$9,999","3,000-3,999",3500.0
12911,1538,30-34,Man,Nigeria,Master’s degree,Research Scientist,1-3 years,$1-$99,"1,000-1,999",1500.0
12912,2459,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,
12913,441,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
12914,517,30-34,Prefer not to say,South Africa,Master’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","80,000-89,999",85000.0
12915,1039,40-44,Man,Brazil,Bachelor’s degree,Product Manager,3-5 years,"$10,000-$99,999","50,000-59,999",55000.0
12916,348,25-29,Man,Other,Bachelor’s degree,Student,< 1 years,,,
12917,559,35-39,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,"$100,000 or more ($USD)","150,000-199,999",175000.0
12918,85917,30-34,Man,Colombia,Master’s degree,Other,1-3 years,$100-$999,"10,000-14,999",12000.0
12919,2720,55-59,Man,Mexico,Bachelor’s degree,Software Engineer,20+ years,"$10,000-$99,999","15,000-19,999",17000.0
12920,1100,40-44,Man,Japan,No formal education past high school,Other,< 1 years,$0 ($USD),"80,000-89,999",85000.0
12921,488,25-29,Man,India,Master’s degree,Software Engineer,1-3 years,$1-$99,$0-999,500.0
12922,2554,25-29,Man,India,Master’s degree,Currently not employed,5-10 years,,,
12923,509,35-39,Man,Denmark,Doctoral degree,Research Scientist,1-3 years,$0 ($USD),"80,000-89,999",85000.0
12924,470,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","200,000-249,999",225000.0
12925,327,18-21,Man,Russia,Bachelor’s degree,Student,< 1 years,,,
12926,325,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
12927,1078,25-29,Man,Italy,I prefer not to answer,Other,I have never written code,$0 ($USD),$0-999,500.0
12928,586,22-24,Man,India,Bachelor’s degree,Business Analyst,1-3 years,$0 ($USD),"10,000-14,999",12000.0
12929,716,25-29,Man,Israel,Bachelor’s degree,Data Scientist,10-20 years,$1-$99,"200,000-249,999",225000.0
12930,319,18-21,Man,India,Bachelor’s degree,Software Engineer,3-5 years,,,
12931,1578,25-29,Woman,Norway,Master’s degree,Student,1-3 years,,,
12932,1410,30-34,Woman,Other,Doctoral degree,Research Scientist,5-10 years,,,
12933,416,55-59,Man,United States of America,Master’s degree,DBA/Database Engineer,I have never written code,"$100,000 or more ($USD)","200,000-249,999",225000.0
12934,988,30-34,Man,China,Bachelor’s degree,Currently not employed,< 1 years,,,
12935,750,25-29,Man,Other,Master’s degree,Program/Project Manager,3-5 years,$0 ($USD),$0-999,500.0
12936,1544,30-34,Man,Germany,Master’s degree,Machine Learning Engineer,10-20 years,"$1000-$9,999","2,000-2,999",25000.0
12937,373,30-34,Man,Other,Bachelor’s degree,Other,5-10 years,$100-$999,"30,000-39,999",35000.0
12938,525,30-34,Man,Japan,Doctoral degree,Data Scientist,1-3 years,$100-$999,"40,000-49,999",45000.0
12939,424,35-39,Woman,Argentina,Master’s degree,Other,< 1 years,,,
12940,2794,18-21,Man,India,Bachelor’s degree,Data Engineer,1-3 years,$0 ($USD),$0-999,500.0
12941,520,35-39,Man,Other,Master’s degree,Research Scientist,20+ years,$100-$999,"30,000-39,999",35000.0
12942,297,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years,,,
12943,7919,25-29,Man,Malaysia,Bachelor’s degree,Data Engineer,1-3 years,$0 ($USD),"40,000-49,999",45000.0
12944,669,50-54,Man,Indonesia,Master’s degree,Product Manager,I have never written code,$0 ($USD),"5,000-7,499",65000.0
12945,370,25-29,Man,Other,Master’s degree,Data Scientist,3-5 years,"$100,000 or more ($USD)","125,000-149,999",132000.0
12946,883,25-29,Man,Bangladesh,Doctoral degree,Data Analyst,3-5 years,$100-$999,"4,000-4,999",4500.0
12947,1261,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
12948,664,25-29,Man,India,Master’s degree,Program/Project Manager,3-5 years,,"1,000-1,999",1500.0
12949,583,60-69,Man,Sweden,Bachelor’s degree,Program/Project Manager,10-20 years,$100-$999,"40,000-49,999",45000.0
12950,1193,18-21,Man,India,Bachelor’s degree,Software Engineer,3-5 years,$100-$999,$0-999,500.0
12951,2929,22-24,Man,India,Bachelor’s degree,Statistician,1-3 years,"$1000-$9,999","10,000-14,999",12000.0
12952,478,30-34,Woman,Russia,Master’s degree,Program/Project Manager,1-3 years,$0 ($USD),"7,500-9,999",8500.0
12953,1590,40-44,Man,Thailand,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"30,000-39,999",35000.0
12954,767,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,,,
12955,540,30-34,Woman,United States of America,Bachelor’s degree,Currently not employed,1-3 years,,,
12956,736,22-24,Woman,United States of America,Bachelor’s degree,Business Analyst,I have never written code,"$10,000-$99,999","70,000-79,999",75000.0
12957,885,22-24,Man,Germany,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0
12958,914,45-49,Man,India,Bachelor’s degree,Program/Project Manager,20+ years,$0 ($USD),$0-999,500.0
12959,835,25-29,Man,India,Doctoral degree,Software Engineer,< 1 years,"$10,000-$99,999","10,000-14,999",12000.0
12960,6592,18-21,Man,Kazakhstan,No formal education past high school,Machine Learning Engineer,< 1 years,$0 ($USD),"1,000-1,999",1500.0
12961,1260,40-44,Man,India,Master’s degree,Currently not employed,< 1 years,,,
12962,413,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Program/Project Manager,1-3 years,$0 ($USD),$0-999,500.0
12963,323,25-29,Man,Austria,Master’s degree,Machine Learning Engineer,5-10 years,,,
12964,376,50-54,Man,United States of America,Bachelor’s degree,Product Manager,20+ years,,,
12965,418,30-34,Man,India,Master’s degree,Other,10-20 years,,,
12966,335,22-24,Man,Morocco,Master’s degree,Student,3-5 years,,,
12967,8926,30-34,Man,India,I prefer not to answer,Data Analyst,1-3 years,,,
12968,1062,25-29,Woman,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,$0-999,500.0
12969,1224,30-34,Man,India,Bachelor’s degree,Other,< 1 years,$0 ($USD),$0-999,500.0
12970,1007,50-54,Man,Viet Nam,Master’s degree,Business Analyst,20+ years,"$10,000-$99,999","40,000-49,999",45000.0
12971,135,18-21,Woman,United States of America,Bachelor’s degree,Student,1-3 years,,,
12972,1633,35-39,Man,France,Doctoral degree,Machine Learning Engineer,10-20 years,"$100,000 or more ($USD)","90,000-99,999",95000.0
12973,134,22-24,Woman,India,Master’s degree,Student,< 1 years,,,
12974,259,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
12975,985,25-29,Man,France,Master’s degree,Machine Learning Engineer,3-5 years,"$100,000 or more ($USD)","80,000-89,999",85000.0
12976,218,25-29,Woman,Taiwan,Bachelor’s degree,Business Analyst,< 1 years,,,
12977,600,25-29,Man,India,Bachelor’s degree,Data Engineer,1-3 years,"$1000-$9,999","1,000-1,999",1500.0
12978,190,25-29,Woman,Austria,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,,"15,000-19,999",17000.0
12979,210,18-21,Woman,United States of America,Bachelor’s degree,Student,1-3 years,,,
12980,579,60-69,Prefer not to say,United States of America,I prefer not to answer,Research Scientist,20+ years,"$100,000 or more ($USD)","250,000-299,999",275000.0
12981,716,25-29,Woman,India,Master’s degree,Data Analyst,3-5 years,$1-$99,"4,000-4,999",4500.0
12982,1402,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,< 1 years,$0 ($USD),"80,000-89,999",85000.0
12983,2978,50-54,Man,Kenya,Doctoral degree,Research Scientist,20+ years,$0 ($USD),"20,000-24,999",23000.0
12984,441,22-24,Man,India,Bachelor’s degree,Currently not employed,3-5 years,,,
12985,519,30-34,Man,United States of America,Master’s degree,Software Engineer,10-20 years,"$100,000 or more ($USD)",$0-999,500.0
12986,2999,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
12987,566,35-39,Man,Spain,Master’s degree,Machine Learning Engineer,10-20 years,"$10,000-$99,999","100,000-124,999",120000.0
