Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation
567,40-44,Man,South Korea,Master’s degree,Research Scientist,3-5 years,$100-$999,"7,500-9,999"
1031,40-44,Man,Australia,Doctoral degree,Other,5-10 years,$0 ($USD),"60,000-69,999"
195,30-34,Man,Mexico,Bachelor’s degree,Student,< 1 years,,
875,35-39,Man,India,Bachelor’s degree,Program/Project Manager,10-20 years,$0 ($USD),"40,000-49,999"
603,18-21,Man,India,Master’s degree,Student,1-3 years,,
473,50-54,Prefer not to say,I do not wish to disclose my location,Master’s degree,Software Engineer,20+ years,$0 ($USD),"50,000-59,999"
534,45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,1-3 years,$0 ($USD),"40,000-49,999"
602,25-29,Man,Colombia,Master’s degree,Data Scientist,3-5 years,$100-$999,$0-999
1361,30-34,Man,Other,Master’s degree,Data Analyst,5-10 years,$1-$99,"20,000-24,999"
268,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,3-5 years,,
630,22-24,Man,Tunisia,Master’s degree,Student,5-10 years,,
879,50-54,Man,Argentina,Master’s degree,Software Engineer,20+ years,$0 ($USD),"15,000-19,999"
521,22-24,Man,Bangladesh,Bachelor’s degree,Business Analyst,3-5 years,$100-$999,"7,500-9,999"
669,50-54,Man,Turkey,Bachelor’s degree,Data Scientist,3-5 years,$100-$999,"7,500-9,999"
159,22-24,Man,Mexico,Master’s degree,Statistician,1-3 years,,
789,25-29,Man,India,Master’s degree,Data Scientist,1-3 years,$100-$999,"7,500-9,999"
350,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,
174,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
178,18-21,Man,Kazakhstan,Bachelor’s degree,Student,5-10 years,,
508,35-39,Man,Italy,Master’s degree,Business Analyst,1-3 years,$0 ($USD),"30,000-39,999"
657,40-44,Man,Ireland,Master’s degree,Data Scientist,10-20 years,"$10,000-$99,999","70,000-79,999"
607,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Business Analyst,1-3 years,$0 ($USD),"125,000-149,999"
818,60-69,Man,United States of America,Master’s degree,Other,10-20 years,"$10,000-$99,999","70,000-79,999"
357,30-34,Woman,United States of America,Master’s degree,Software Engineer,3-5 years,$0 ($USD),"90,000-99,999"
8485,25-29,Man,France,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","50,000-59,999"
179,60-69,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,20+ years,,
527,30-34,Man,India,Master’s degree,Statistician,3-5 years,$100-$999,"1,000-1,999"
980,22-24,Man,Other,Master’s degree,Data Scientist,5-10 years,$0 ($USD),$0-999
768,18-21,Man,China,Bachelor’s degree,Student,1-3 years,,
218,25-29,Man,Brazil,Bachelor’s degree,Student,< 1 years,,
151005,50-54,Man,South Korea,No formal education past high school,Program/Project Manager,10-20 years,$0 ($USD),"40,000-49,999"
1622,18-21,Man,Nepal,Bachelor’s degree,Software Engineer,3-5 years,$1-$99,$0-999
793205,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
286,25-29,Man,South Korea,Doctoral degree,Software Engineer,< 1 years,$0 ($USD),$0-999
821,22-24,Man,Brazil,Master’s degree,Data Analyst,3-5 years,$0 ($USD),"4,000-4,999"
187,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
224,40-44,Man,Germany,Master’s degree,Currently not employed,1-3 years,,
564,25-29,Man,Japan,Bachelor’s degree,Software Engineer,3-5 years,$100-$999,"50,000-59,999"
613,35-39,Man,Germany,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years,$100-$999,"2,000-2,999"
3904,18-21,Man,Pakistan,Master’s degree,Data Scientist,3-5 years,$100-$999,$0-999
932,35-39,Man,United States of America,I prefer not to answer,Machine Learning Engineer,10-20 years,"$100,000 or more ($USD)","125,000-149,999"
764,45-49,Man,Canada,Master’s degree,Business Analyst,5-10 years,$1-$99,"150,000-199,999"
1062,30-34,Woman,Brazil,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"20,000-24,999"
1355,40-44,Man,Mexico,Bachelor’s degree,Other,3-5 years,"$100,000 or more ($USD)","60,000-69,999"
928,50-54,Woman,Argentina,Bachelor’s degree,Business Analyst,< 1 years,$0 ($USD),"1,000-1,999"
348,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
876,55-59,Man,Germany,Master’s degree,Machine Learning Engineer,20+ years,"$1000-$9,999","70,000-79,999"
737,35-39,Man,Turkey,Doctoral degree,Data Scientist,1-3 years,$1-$99,"20,000-24,999"
897,50-54,Man,Spain,Master’s degree,Business Analyst,3-5 years,"$1000-$9,999","40,000-49,999"
517730,30-34,Man,United States of America,Master’s degree,Data Analyst,5-10 years,,
536,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
384,18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,,
973,18-21,Man,Mexico,Bachelor’s degree,Student,5-10 years,,
393,22-24,Woman,India,No formal education past high school,Business Analyst,I have never written code,$0 ($USD),$0-999
1290,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","100,000-124,999"
737,40-44,Woman,Argentina,Master’s degree,Program/Project Manager,20+ years,$0 ($USD),"10,000-14,999"
622385,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,
5121,30-34,Man,Russia,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"7,500-9,999"
472,25-29,Man,Saudi Arabia,Doctoral degree,Statistician,< 1 years,$0 ($USD),"40,000-49,999"
615,40-44,Man,Russia,Master’s degree,Program/Project Manager,3-5 years,"$1000-$9,999","60,000-69,999"
571,22-24,Woman,Philippines,Bachelor’s degree,DBA/Database Engineer,1-3 years,"$1000-$9,999","7,500-9,999"
373,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
426,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
325,35-39,Man,Russia,Master’s degree,Currently not employed,10-20 years,,
391,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),"10,000-14,999"
1190,30-34,Man,United Arab Emirates,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","$500,000-999,999"
634,22-24,Woman,Nigeria,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
392,30-34,Woman,United States of America,Master’s degree,Data Analyst,1-3 years,,
615,25-29,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,
2618,25-29,Man,Japan,Master’s degree,Other,< 1 years,"$1000-$9,999","40,000-49,999"
1932,35-39,Man,United States of America,Doctoral degree,Research Scientist,10-20 years,"$10,000-$99,999","100,000-124,999"
173,35-39,Man,Belarus,Master’s degree,Software Engineer,10-20 years,,
1968,40-44,Man,China,Bachelor’s degree,Software Engineer,10-20 years,$100-$999,"40,000-49,999"
481,25-29,Man,Tunisia,Master’s degree,Student,1-3 years,,
806,30-34,Man,United States of America,Bachelor’s degree,Product Manager,5-10 years,"$100,000 or more ($USD)","100,000-124,999"
324,18-21,Man,United Kingdom of Great Britain and Northern Ireland,I prefer not to answer,Student,1-3 years,,
613,45-49,Man,Brazil,Master’s degree,Student,20+ years,,
309,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,,
3672,45-49,Man,United States of America,Bachelor’s degree,Data Scientist,1-3 years,"$1000-$9,999","60,000-69,999"
1744,55-59,Man,Ireland,Doctoral degree,Research Scientist,5-10 years,"$1000-$9,999","40,000-49,999"
593,22-24,Man,Nepal,Bachelor’s degree,Data Scientist,3-5 years,$100-$999,"1,000-1,999"
1912,40-44,Man,Other,Master’s degree,Other,1-3 years,$0 ($USD),"300,000-499,999"
349,25-29,Woman,France,Master’s degree,Machine Learning Engineer,3-5 years,,
758,22-24,Man,Poland,Master’s degree,Data Scientist,5-10 years,$100-$999,"25,000-29,999"
1110,22-24,Woman,India,Bachelor’s degree,Student,3-5 years,,
287,25-29,Man,South Korea,Bachelor’s degree,Data Scientist,3-5 years,$100-$999,"2,000-2,999"
775,25-29,Woman,Taiwan,Master’s degree,Data Analyst,1-3 years,"$10,000-$99,999","15,000-19,999"
641,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,1-3 years,"$1000-$9,999","90,000-99,999"
2387,30-34,Man,Other,Master’s degree,Data Scientist,1-3 years,$1-$99,"10,000-14,999"
659,25-29,Man,Spain,Some college/university study without earning a bachelor’s degree,Program/Project Manager,< 1 years,$0 ($USD),"25,000-29,999"
561,22-24,Prefer not to say,China,Bachelor’s degree,Student,1-3 years,,
526,22-24,Man,Canada,Bachelor’s degree,Software Engineer,1-3 years,$100-$999,"5,000-7,499"
203,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,,
260,25-29,Woman,Netherlands,Master’s degree,Student,3-5 years,,
834,35-39,Man,Nigeria,Master’s degree,Research Scientist,I have never written code,"$1000-$9,999","25,000-29,999"
429,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,5-10 years,"$1000-$9,999","50,000-59,999"
714,25-29,Woman,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"5,000-7,499"
651,22-24,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
1552,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years,"$10,000-$99,999","70,000-79,999"
230,25-29,Woman,South Korea,Master’s degree,Machine Learning Engineer,3-5 years,$1-$99,$0-999
810047,22-24,Man,United States of America,Master’s degree,Data Scientist,< 1 years,$1-$99,"10,000-14,999"
918,60-69,Man,France,No formal education past high school,Machine Learning Engineer,5-10 years,$0 ($USD),"60,000-69,999"
539,30-34,Man,United States of America,Bachelor’s degree,Other,< 1 years,$0 ($USD),"50,000-59,999"
723,25-29,Man,France,Master’s degree,Data Scientist,5-10 years,"$10,000-$99,999","50,000-59,999"
3489,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
970,55-59,Man,Spain,Doctoral degree,Research Scientist,1-3 years,"$1000-$9,999","3,000-3,999"
803,40-44,Man,Sweden,Doctoral degree,Research Scientist,10-20 years,"$1000-$9,999","100,000-124,999"
49802,18-21,Woman,Indonesia,Bachelor’s degree,Student,1-3 years,,
660,30-34,Man,Poland,Master’s degree,Software Engineer,5-10 years,"$1000-$9,999","40,000-49,999"
415,25-29,Man,Japan,Master’s degree,Student,< 1 years,,
684,22-24,Man,India,Master’s degree,Other,< 1 years,$100-$999,$0-999
400,18-21,Man,India,Bachelor’s degree,Currently not employed,3-5 years,,
364,18-21,Man,Egypt,Bachelor’s degree,Student,1-3 years,,
803,30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,1-3 years,$1-$99,$0-999
242,25-29,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,
886,22-24,Man,Greece,Bachelor’s degree,Currently not employed,1-3 years,,
305,30-34,Woman,Russia,Bachelor’s degree,Data Scientist,< 1 years,,$0-999
751,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Statistician,20+ years,"$10,000-$99,999","100,000-124,999"
464,22-24,Man,Austria,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"1,000-1,999"
1460,25-29,Woman,"Iran, Islamic Republic of...",Doctoral degree,Student,5-10 years,,
4343,22-24,Man,China,Master’s degree,Student,< 1 years,,
364,18-21,Prefer not to say,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
1679,45-49,Man,Spain,Master’s degree,Program/Project Manager,10-20 years,$0 ($USD),"60,000-69,999"
648,50-54,Man,Other,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,20+ years,$0 ($USD),$0-999
830,45-49,Man,Belgium,Master’s degree,Other,20+ years,"$1000-$9,999","125,000-149,999"
795,45-49,Man,Spain,Doctoral degree,Other,20+ years,$0 ($USD),$0-999
1015,22-24,Man,Morocco,Bachelor’s degree,Student,1-3 years,,
726,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
477,25-29,Man,United States of America,Master’s degree,Student,5-10 years,,
18305,50-54,Man,United States of America,Master’s degree,Other,1-3 years,,"30,000-39,999"
1030,40-44,Man,Other,I prefer not to answer,Data Analyst,3-5 years,$0 ($USD),$0-999
628,25-29,Man,India,Master’s degree,Data Scientist,< 1 years,,
1037,50-54,Man,Spain,Master’s degree,Program/Project Manager,20+ years,"$100,000 or more ($USD)","200,000-249,999"
6553,35-39,Man,Chile,Master’s degree,Business Analyst,< 1 years,$100-$999,"30,000-39,999"
950,30-34,Man,India,Master’s degree,Data Analyst,< 1 years,"$1000-$9,999","10,000-14,999"
598,25-29,Woman,Malaysia,Master’s degree,Research Scientist,1-3 years,$0 ($USD),$0-999
400,18-21,Man,Netherlands,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
8420,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Program/Project Manager,< 1 years,"$1000-$9,999","80,000-89,999"
680,60-69,Man,Japan,Bachelor’s degree,Program/Project Manager,1-3 years,"$10,000-$99,999","150,000-199,999"
656,30-34,Man,Greece,Master’s degree,Other,1-3 years,$0 ($USD),"1,000-1,999"
530,30-34,Man,Israel,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","125,000-149,999"
611,25-29,Man,South Africa,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years,$100-$999,"70,000-79,999"
393,18-21,Woman,Indonesia,Bachelor’s degree,Student,3-5 years,,
269,18-21,Man,Turkey,Bachelor’s degree,Student,< 1 years,,
427,35-39,Woman,Iraq,Master’s degree,Other,I have never written code,$0 ($USD),$0-999
55639,30-34,Man,Turkey,Bachelor’s degree,Data Engineer,20+ years,"$1000-$9,999","1,000-1,999"
514,25-29,Man,United States of America,Master’s degree,Research Scientist,3-5 years,$1-$99,"150,000-199,999"
748,22-24,Man,India,Bachelor’s degree,Data Engineer,3-5 years,$0 ($USD),"4,000-4,999"
1235,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),"15,000-19,999"
525,25-29,Man,Other,Master’s degree,Currently not employed,3-5 years,,
5681,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Program/Project Manager,1-3 years,$0 ($USD),"80,000-89,999"
528,22-24,Man,India,Bachelor’s degree,Student,< 1 years,,
755,35-39,Man,Colombia,Doctoral degree,Data Scientist,1-3 years,$100-$999,"2,000-2,999"
5538,35-39,Man,Australia,Master’s degree,Student,3-5 years,,
755,60-69,Man,United States of America,Master’s degree,Currently not employed,1-3 years,,
518,25-29,Man,South Korea,Master’s degree,Student,< 1 years,,
1187,40-44,Man,Israel,No formal education past high school,Program/Project Manager,10-20 years,"$1000-$9,999","100,000-124,999"
801,25-29,Man,Argentina,Bachelor’s degree,Business Analyst,< 1 years,$0 ($USD),$0-999
1098,22-24,Woman,Taiwan,Bachelor’s degree,Student,3-5 years,,
553,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,,
538,30-34,Woman,United States of America,Doctoral degree,Data Scientist,10-20 years,"$1000-$9,999","125,000-149,999"
197,25-29,Man,India,Master’s degree,Other,3-5 years,,
1304,25-29,Man,India,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999
685,35-39,Man,Chile,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,$1-$99,"20,000-24,999"
708,18-21,Man,Bangladesh,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),$0-999
925,55-59,Woman,United States of America,Master’s degree,Data Scientist,20+ years,$100-$999,"200,000-249,999"
4510,22-24,Man,Malaysia,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"10,000-14,999"
1143,30-34,Woman,India,Master’s degree,Software Engineer,10-20 years,$0 ($USD),"2,000-2,999"
1169,30-34,Man,Japan,Master’s degree,Data Analyst,< 1 years,$1-$99,"4,000-4,999"
780,35-39,Woman,Russia,No formal education past high school,Student,< 1 years,,
1332,25-29,Man,Morocco,Doctoral degree,Data Analyst,3-5 years,"$1000-$9,999","7,500-9,999"
772,25-29,Man,Russia,Master’s degree,Program/Project Manager,5-10 years,$0 ($USD),"20,000-24,999"
283,22-24,Man,India,Bachelor’s degree,Student,< 1 years,,
498,45-49,Prefer not to say,Australia,Master’s degree,Product Manager,< 1 years,$100-$999,"250,000-299,999"
1441,22-24,Man,Pakistan,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999
830,22-24,Man,Chile,Master’s degree,Data Scientist,3-5 years,$100-$999,"20,000-24,999"
237,18-21,Man,Brazil,Bachelor’s degree,Student,1-3 years,,
887,22-24,Man,Japan,Master’s degree,Student,3-5 years,,
1005,25-29,Man,Ghana,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"1,000-1,999"
927,30-34,Woman,India,Bachelor’s degree,Other,< 1 years,$0 ($USD),"7,500-9,999"
359,22-24,Man,Indonesia,Bachelor’s degree,Currently not employed,1-3 years,,
934,30-34,Man,Colombia,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"1,000-1,999"
388,40-44,Man,Germany,Master’s degree,Program/Project Manager,10-20 years,$100-$999,"100,000-124,999"
56340,22-24,Man,Kenya,Bachelor’s degree,Student,1-3 years,,
537,55-59,Man,Canada,Bachelor’s degree,Research Scientist,1-3 years,"$1000-$9,999","70,000-79,999"
2867,25-29,Man,South Africa,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),"1,000-1,999"
798,55-59,Man,France,Doctoral degree,Data Engineer,20+ years,"$10,000-$99,999","5,000-7,499"
1117,30-34,Man,Germany,Master’s degree,Program/Project Manager,< 1 years,$1-$99,"50,000-59,999"
356,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999
2538,25-29,Man,Germany,Master’s degree,Data Engineer,1-3 years,"$1000-$9,999",$0-999
1432,18-21,Man,Peru,Bachelor’s degree,Student,1-3 years,,
